youtube_id,cluster
tsne_1623,833
tsne_1624,231
tsne_1625,800
tsne_1626,379
tsne_1627,-1
tsne_1628,425
tsne_1629,511
tsne_1630,-1
tsne_1631,834
tsne_1632,301
tsne_1633,835
tsne_1634,836
tsne_1635,837
tsne_1636,-1
tsne_1637,-1
tsne_1638,838
tsne_1639,742
tsne_1640,832
tsne_1641,-1
tsne_1642,-1
tsne_1643,614
tsne_1644,34
tsne_1645,400
tsne_1646,-1
tsne_1647,-1
tsne_1648,-1
tsne_1649,335
tsne_1650,247
tsne_1651,190
tsne_1652,839
tsne_1653,285
tsne_1654,511
tsne_1655,127
tsne_1656,514
tsne_1657,59
tsne_1658,840
tsne_1659,-1
tsne_1660,312
tsne_1661,841
tsne_1662,337
tsne_1663,-1
tsne_1664,842
tsne_1665,843
tsne_1666,471
tsne_1667,844
tsne_1668,845
tsne_1669,846
tsne_1670,459
tsne_1671,-1
tsne_1672,-1
tsne_1673,480
tsne_1674,-1
tsne_1675,-1
tsne_1676,847
tsne_1677,848
tsne_1678,849
tsne_1679,850
tsne_1680,851
tsne_1681,-1
tsne_1682,58
tsne_1683,-1
tsne_1684,852
tsne_1685,713
tsne_1686,853
tsne_1687,854
tsne_1688,835
tsne_1689,299
tsne_1690,12
tsne_1691,855
tsne_1692,856
tsne_1693,-1
tsne_1694,325
tsne_1695,454
tsne_1696,857
tsne_1697,858
tsne_1698,679
tsne_1699,730
tsne_1700,-1
tsne_1701,273
tsne_1702,693
tsne_1703,859
tsne_1704,235
tsne_1705,796
tsne_1706,860
tsne_1707,753
tsne_1708,523
tsne_1709,-1
tsne_1710,861
tsne_1711,699
tsne_1712,-1
tsne_1713,-1
tsne_1714,768
tsne_1715,318
tsne_1716,862
tsne_1717,863
tsne_1718,864
tsne_1719,373
tsne_1720,-1
tsne_1721,149
tsne_1722,99
tsne_1723,865
tsne_1724,866
tsne_1725,867
tsne_1726,80
tsne_1727,-1
tsne_1728,868
tsne_1729,809
tsne_1730,45
tsne_1731,850
tsne_1732,869
tsne_1733,870
tsne_1734,28
tsne_1735,-1
tsne_1736,-1
tsne_1737,-1
tsne_1738,871
tsne_1739,148
tsne_1740,872
tsne_1741,873
tsne_1742,561
tsne_1743,578
tsne_1744,868
tsne_1745,287
tsne_1746,676
tsne_1747,270
tsne_1748,874
tsne_1749,60
tsne_1750,-1
tsne_1751,-1
tsne_1752,424
tsne_1753,819
tsne_1754,533
tsne_1755,56
tsne_1756,-1
tsne_1757,682
tsne_1758,875
tsne_1759,453
tsne_1760,439
tsne_1761,111
tsne_1762,876
tsne_1763,511
tsne_1764,530
tsne_1765,620
tsne_1766,859
tsne_1767,427
tsne_1768,806
tsne_1769,877
tsne_1770,878
tsne_1771,623
tsne_1772,-1
tsne_1773,12
tsne_1774,870
tsne_1775,879
tsne_1776,806
tsne_1777,643
tsne_1778,143
tsne_1779,880
tsne_1780,-1
tsne_1781,-1
tsne_1782,305
tsne_1783,769
tsne_1784,881
tsne_1785,501
tsne_1786,882
tsne_1787,249
tsne_1788,883
tsne_1789,-1
tsne_1790,-1
tsne_1791,884
tsne_1792,802
tsne_1793,791
tsne_1794,288
tsne_1795,739
tsne_1796,285
tsne_1797,-1
tsne_1798,130
tsne_1799,-1
tsne_1800,806
tsne_1801,135
tsne_1802,329
tsne_1803,194
tsne_1804,56
tsne_1805,252
tsne_1806,885
tsne_1807,886
tsne_1808,176
tsne_1809,887
tsne_1810,211
tsne_1811,888
tsne_1812,393
tsne_1813,806
tsne_1814,509
tsne_1815,889
tsne_1816,-1
tsne_1817,127
tsne_1818,341
tsne_1819,-1
tsne_1820,634
tsne_1821,-1
tsne_1822,45
tsne_1823,336
tsne_1824,18
tsne_1825,-1
tsne_1826,890
tsne_1827,365
tsne_1828,606
tsne_1829,891
tsne_1830,892
tsne_1831,536
tsne_1832,893
tsne_1833,894
tsne_1834,274
tsne_1835,895
tsne_1836,-1
tsne_1837,-1
tsne_1838,704
tsne_1839,896
tsne_1840,745
tsne_1841,-1
tsne_1842,-1
tsne_1843,356
tsne_1844,897
tsne_1845,212
tsne_1846,335
tsne_1847,706
tsne_1848,898
tsne_1849,474
tsne_1850,899
tsne_1851,470
tsne_1852,250
tsne_1853,900
tsne_1854,-1
tsne_1855,637
tsne_1856,164
tsne_1857,-1
tsne_1858,-1
tsne_1859,595
tsne_1860,901
tsne_1861,902
tsne_1862,58
tsne_1863,-1
tsne_1864,-1
tsne_1865,756
tsne_1866,210
tsne_1867,46
tsne_1868,227
tsne_1869,903
tsne_1870,540
tsne_1871,373
tsne_1872,711
tsne_1873,328
tsne_1874,904
tsne_1875,905
tsne_1876,704
tsne_1877,906
tsne_1878,907
tsne_1879,78
tsne_1880,-1
tsne_1881,908
tsne_1882,875
tsne_1883,909
tsne_1884,506
tsne_1885,-1
tsne_1886,765
tsne_1887,910
tsne_1888,268
tsne_1889,-1
tsne_1890,360
tsne_1891,911
tsne_1892,912
tsne_1893,-1
tsne_1894,913
tsne_1895,914
tsne_1896,-1
tsne_1897,346
tsne_1898,778
tsne_1899,915
tsne_1900,160
tsne_1901,-1
tsne_1902,878
tsne_1903,916
tsne_1904,-1
tsne_1905,-1
tsne_1906,917
tsne_1907,282
tsne_1908,50
tsne_1909,179
tsne_1910,561
tsne_1911,888
tsne_1912,554
tsne_1913,918
tsne_1914,789
tsne_1915,20
tsne_1916,614
tsne_1917,135
tsne_1918,812
tsne_1919,895
tsne_1920,919
tsne_1921,860
tsne_1922,564
tsne_1923,413
tsne_1924,920
tsne_1925,740
tsne_1926,320
tsne_1927,241
tsne_1928,921
tsne_1929,922
tsne_1930,364
tsne_1931,-1
tsne_1932,341
tsne_1933,-1
tsne_1934,804
tsne_1935,107
tsne_1936,-1
tsne_1937,558
tsne_1938,923
tsne_1939,924
tsne_1940,256
tsne_1941,665
tsne_1942,541
tsne_1943,925
tsne_1944,273
tsne_1945,439
tsne_1946,493
tsne_1947,-1
tsne_1948,926
tsne_1949,927
tsne_1950,90
tsne_1951,105
tsne_1952,-1
tsne_1953,-1
tsne_1954,-1
tsne_1955,557
tsne_1956,639
tsne_1957,928
tsne_1958,929
tsne_1959,-1
tsne_1960,-1
tsne_1961,814
tsne_1962,-1
tsne_1963,708
tsne_1964,-1
tsne_1965,-1
tsne_1966,374
tsne_1967,915
tsne_1968,-1
tsne_1969,233
tsne_1970,157
tsne_1971,881
tsne_1972,930
tsne_1973,328
tsne_1974,-1
tsne_1975,756
tsne_1976,931
tsne_1977,577
tsne_1978,932
tsne_1979,579
tsne_1980,-1
tsne_1981,108
tsne_1982,837
tsne_1983,725
tsne_1984,-1
tsne_1985,688
tsne_1986,933
tsne_1987,934
tsne_1988,-1
tsne_1989,532
tsne_1990,935
tsne_1991,19
tsne_1992,-1
tsne_1993,880
tsne_1994,-1
tsne_1995,463
tsne_1996,404
tsne_1997,543
tsne_1998,-1
tsne_1999,185
tsne_2000,-1
tsne_2001,936
tsne_2002,937
tsne_2003,938
tsne_2004,119
tsne_2005,317
tsne_2006,939
tsne_2007,846
tsne_2008,940
tsne_2009,808
tsne_2010,252
tsne_2011,295
tsne_2012,-1
tsne_2013,650
tsne_2014,47
tsne_2015,941
tsne_2016,433
tsne_2017,-1
tsne_2018,857
tsne_2019,940
tsne_2020,-1
tsne_2021,758
tsne_2022,-1
tsne_2023,-1
tsne_2024,-1
tsne_2025,942
tsne_2026,-1
tsne_2027,89
tsne_2028,-1
tsne_2029,-1
tsne_2030,-1
tsne_2031,607
tsne_2032,226
tsne_2033,-1
tsne_2034,-1
tsne_2035,511
tsne_2036,255
tsne_2037,-1
tsne_2038,943
tsne_2039,895
tsne_2040,944
tsne_2041,112
tsne_2042,856
tsne_2043,945
tsne_2044,946
tsne_2045,-1
tsne_2046,947
tsne_2047,810
tsne_2048,-1
tsne_2049,-1
tsne_2050,672
tsne_2051,627
tsne_2052,-1
tsne_2053,495
tsne_2054,948
tsne_2055,949
tsne_2056,78
tsne_2057,250
tsne_2058,950
tsne_2059,820
tsne_2060,-1
tsne_2061,-1
tsne_2062,204
tsne_2063,676
tsne_2064,786
tsne_2065,34
tsne_2066,951
tsne_2067,952
tsne_2068,168
tsne_2069,953
tsne_2070,-1
tsne_2071,-1
tsne_2072,919
tsne_2073,249
tsne_2074,-1
tsne_2075,954
tsne_2076,12
tsne_2077,373
tsne_2078,-1
tsne_2079,630
tsne_2080,506
tsne_2081,289
tsne_2082,-1
tsne_2083,175
tsne_2084,-1
tsne_2085,955
tsne_2086,956
tsne_2087,-1
tsne_2088,19
tsne_2089,165
tsne_2090,8
tsne_2091,387
tsne_2092,957
tsne_2093,238
tsne_2094,669
tsne_2095,425
tsne_2096,492
tsne_2097,481
tsne_2098,-1
tsne_2099,913
tsne_2100,204
tsne_2101,748
tsne_2102,958
tsne_2103,959
tsne_2104,564
tsne_2105,472
tsne_2106,-1
tsne_2107,-1
tsne_2108,918
tsne_2109,707
tsne_2110,447
tsne_2111,630
tsne_2112,960
tsne_2113,452
tsne_2114,683
tsne_2115,876
tsne_2116,-1
tsne_2117,51
tsne_2118,-1
tsne_2119,93
tsne_2120,-1
tsne_2121,-1
tsne_2122,-1
tsne_2123,961
tsne_2124,962
tsne_2125,295
tsne_2126,963
tsne_2127,132
tsne_2128,-1
tsne_2129,-1
tsne_2130,394
tsne_2131,958
tsne_2132,964
tsne_2133,743
tsne_2134,185
tsne_2135,-1
tsne_2136,-1
tsne_2137,-1
tsne_2138,273
tsne_2139,-1
tsne_2140,965
tsne_2141,-1
tsne_2142,262
tsne_2143,908
tsne_2144,966
tsne_2145,-1
tsne_2146,99
tsne_2147,-1
tsne_2148,-1
tsne_2149,593
tsne_2150,636
tsne_2151,-1
tsne_2152,554
tsne_2153,803
tsne_2154,-1
tsne_2155,815
tsne_2156,967
tsne_2157,-1
tsne_2158,951
tsne_2159,968
tsne_2160,581
tsne_2161,-1
tsne_2162,317
tsne_2163,-1
tsne_2164,-1
tsne_2165,-1
tsne_2166,65
tsne_2167,969
tsne_2168,585
tsne_2169,970
tsne_2170,936
tsne_2171,971
tsne_2172,193
tsne_2173,972
tsne_2174,-1
tsne_2175,-1
tsne_2176,973
tsne_2177,548
tsne_2178,-1
tsne_2179,-1
tsne_2180,701
tsne_2181,270
tsne_2182,-1
tsne_2183,974
tsne_2184,975
tsne_2185,-1
tsne_2186,684
tsne_2187,170
tsne_2188,577
tsne_2189,939
tsne_2190,976
tsne_2191,977
tsne_2192,-1
tsne_2193,291
tsne_2194,605
tsne_2195,69
tsne_2196,978
tsne_2197,-1
tsne_2198,-1
tsne_2199,810
tsne_2200,646
tsne_2201,-1
tsne_2202,-1
tsne_2203,-1
tsne_2204,979
tsne_2205,-1
tsne_2206,980
tsne_2207,418
tsne_2208,981
tsne_2209,-1
tsne_2210,838
tsne_2211,-1
tsne_2212,76
tsne_2213,603
tsne_2214,-1
tsne_2215,362
tsne_2216,163
tsne_2217,982
tsne_2218,659
tsne_2219,425
tsne_2220,983
tsne_2221,-1
tsne_2222,560
tsne_2223,547
tsne_2224,174
tsne_2225,81
tsne_2226,984
tsne_2227,357
tsne_2228,985
tsne_2229,699
tsne_2230,56
tsne_2231,986
tsne_2232,33
tsne_2233,908
tsne_2234,553
tsne_2235,981
tsne_2236,829
tsne_2237,27
tsne_2238,208
tsne_2239,987
tsne_2240,122
tsne_2241,63
tsne_2242,-1
tsne_2243,988
tsne_2244,987
tsne_2245,310
tsne_2246,-1
tsne_2247,-1
tsne_2248,989
tsne_2249,990
tsne_2250,-1
tsne_2251,-1
tsne_2252,991
tsne_2253,-1
tsne_2254,-1
tsne_2255,103
tsne_2256,193
tsne_2257,-1
tsne_2258,336
tsne_2259,317
tsne_2260,-1
tsne_2261,873
tsne_2262,-1
tsne_2263,426
tsne_2264,-1
tsne_2265,461
tsne_2266,992
tsne_2267,384
tsne_2268,993
tsne_2269,425
tsne_2270,994
tsne_2271,555
tsne_2272,483
tsne_2273,671
tsne_2274,-1
tsne_2275,281
tsne_2276,-1
tsne_2277,36
tsne_2278,-1
tsne_2279,995
tsne_2280,996
tsne_2281,634
tsne_2282,-1
tsne_2283,456
tsne_2284,997
tsne_2285,813
tsne_2286,-1
tsne_2287,12
tsne_2288,-1
tsne_2289,-1
tsne_2290,-1
tsne_2291,96
tsne_2292,689
tsne_2293,998
tsne_2294,-1
tsne_2295,380
tsne_2296,58
tsne_2297,621
tsne_2298,897
tsne_2299,999
tsne_2300,210
tsne_2301,1000
tsne_2302,669
tsne_2303,332
tsne_2304,-1
tsne_2305,1001
tsne_2306,-1
tsne_2307,1002
tsne_2308,-1
tsne_2309,-1
tsne_2310,329
tsne_2311,-1
tsne_2312,566
tsne_2313,655
tsne_2314,451
tsne_2315,904
tsne_2316,96
tsne_2317,204
tsne_2318,-1
tsne_2319,-1
tsne_2320,589
tsne_2321,468
tsne_2322,1003
tsne_2323,220
tsne_2324,-1
tsne_2325,325
tsne_2326,533
tsne_2327,-1
tsne_2328,644
tsne_2329,311
tsne_2330,497
tsne_2331,924
tsne_2332,320
tsne_2333,75
tsne_2334,474
tsne_2335,676
tsne_2336,785
tsne_2337,-1
tsne_2338,1004
tsne_2339,444
tsne_2340,512
tsne_2341,791
tsne_2342,774
tsne_2343,97
tsne_2344,1005
tsne_2345,928
tsne_2346,662
tsne_2347,-1
tsne_2348,1006
tsne_2349,507
tsne_2350,1007
tsne_2351,7
tsne_2352,-1
tsne_2353,21
tsne_2354,484
tsne_2355,258
tsne_2356,811
tsne_2357,-1
tsne_2358,14
tsne_2359,1003
tsne_2360,1008
tsne_2361,630
tsne_2362,-1
tsne_2363,-1
tsne_2364,716
tsne_2365,254
tsne_2366,587
tsne_2367,250
tsne_2368,1009
tsne_2369,1010
tsne_2370,469
tsne_2371,1011
tsne_2372,-1
tsne_2373,92
tsne_2374,521
tsne_2375,-1
tsne_2376,-1
tsne_2377,652
tsne_2378,1012
tsne_2379,34
tsne_2380,395
tsne_2381,1013
tsne_2382,-1
tsne_2383,652
tsne_2384,-1
tsne_2385,1014
tsne_2386,1015
tsne_2387,190
tsne_2388,223
tsne_2389,-1
tsne_2390,334
tsne_2391,-1
tsne_2392,1016
tsne_2393,171
tsne_2394,-1
tsne_2395,15
tsne_2396,1017
tsne_2397,1018
tsne_2398,-1
tsne_2399,983
tsne_2400,-1
tsne_2401,304
tsne_2402,169
tsne_2403,1019
tsne_2404,-1
tsne_2405,1020
tsne_2406,1021
tsne_2407,932
tsne_2408,1022
tsne_2409,-1
tsne_2410,1023
tsne_2411,1024
tsne_2412,273
tsne_2413,-1
tsne_2414,851
tsne_2415,227
tsne_2416,-1
tsne_2417,675
tsne_2418,1025
tsne_2419,1026
tsne_2420,-1
tsne_2421,388
tsne_2422,999
tsne_2423,827
tsne_2424,108
tsne_2425,58
tsne_2426,-1
tsne_2427,453
tsne_2428,444
tsne_2429,75
tsne_2430,1027
tsne_2431,1028
tsne_2432,875
tsne_2433,-1
tsne_2434,357
tsne_2435,468
tsne_2436,154
tsne_2437,1029
tsne_2438,926
tsne_2439,1030
tsne_2440,162
tsne_2441,567
tsne_2442,773
tsne_2443,766
tsne_2444,-1
tsne_2445,67
tsne_2446,289
tsne_2447,387
tsne_2448,563
tsne_2449,1031
tsne_2450,865
tsne_2451,417
tsne_2452,1030
tsne_2453,-1
tsne_2454,-1
tsne_2455,-1
tsne_2456,-1
tsne_2457,490
tsne_2458,534
tsne_2459,-1
tsne_2460,183
tsne_2461,1032
tsne_2462,1033
tsne_2463,822
tsne_2464,-1
tsne_2465,846
tsne_2466,873
tsne_2467,530
tsne_2468,1034
tsne_2469,836
tsne_2470,792
tsne_2471,125
tsne_2472,-1
tsne_2473,-1
tsne_2474,878
tsne_2475,346
tsne_2476,-1
tsne_2477,27
tsne_2478,719
tsne_2479,447
tsne_2480,171
tsne_2481,356
tsne_2482,916
tsne_2483,165
tsne_2484,280
tsne_2485,1035
tsne_2486,-1
tsne_2487,-1
tsne_2488,-1
tsne_2489,481
tsne_2490,419
tsne_2491,196
tsne_2492,-1
tsne_2493,647
tsne_2494,-1
tsne_2495,-1
tsne_2496,-1
tsne_2497,409
tsne_2498,-1
tsne_2499,253
tsne_2500,-1
tsne_2501,-1
tsne_2502,149
tsne_2503,-1
tsne_2504,-1
tsne_2505,1036
tsne_2506,973
tsne_2507,-1
tsne_2508,1032
tsne_2509,919
tsne_2510,-1
tsne_2511,993
tsne_2512,845
tsne_2513,-1
tsne_2514,730
tsne_2515,85
tsne_2516,-1
tsne_2517,523
tsne_2518,823
tsne_2519,-1
tsne_2520,1037
tsne_2521,-1
tsne_2522,152
tsne_2523,-1
tsne_2524,1038
tsne_2525,280
tsne_2526,126
tsne_2527,-1
tsne_2528,-1
tsne_2529,-1
tsne_2530,-1
tsne_2531,414
tsne_2532,35
tsne_2533,917
tsne_2534,90
tsne_2535,1039
tsne_2536,1021
tsne_2537,-1
tsne_2538,-1
tsne_2539,13
tsne_2540,400
tsne_2541,171
tsne_2542,-1
tsne_2543,123
tsne_2544,-1
tsne_2545,1040
tsne_2546,-1
tsne_2547,1041
tsne_2548,126
tsne_2549,1042
tsne_2550,1043
tsne_2551,-1
tsne_2552,977
tsne_2553,390
tsne_2554,91
tsne_2555,19
tsne_2556,1027
tsne_2557,486
tsne_2558,-1
tsne_2559,986
tsne_2560,52
tsne_2561,-1
tsne_2562,296
tsne_2563,600
tsne_2564,425
tsne_2565,-1
tsne_2566,973
tsne_2567,785
tsne_2568,801
tsne_2569,250
tsne_2570,1044
tsne_2571,-1
tsne_2572,-1
tsne_2573,75
tsne_2574,1045
tsne_2575,621
tsne_2576,167
tsne_2577,966
tsne_2578,454
tsne_2579,177
tsne_2580,-1
tsne_2581,39
tsne_2582,1046
tsne_2583,1047
tsne_2584,204
tsne_2585,713
tsne_2586,403
tsne_2587,935
tsne_2588,-1
tsne_2589,477
tsne_2590,164
tsne_2591,785
tsne_2592,713
tsne_2593,-1
tsne_2594,885
tsne_2595,-1
tsne_2596,577
tsne_2597,-1
tsne_2598,-1
tsne_2599,214
tsne_2600,901
tsne_2601,1048
tsne_2602,1049
tsne_2603,20
tsne_2604,220
tsne_2605,92
tsne_2606,952
tsne_2607,114
tsne_2608,-1
tsne_2609,968
tsne_2610,1050
tsne_2611,-1
tsne_2612,1051
tsne_2613,-1
tsne_2614,957
tsne_2615,606
tsne_2616,343
tsne_2617,690
tsne_2618,-1
tsne_2619,263
tsne_2620,1052
tsne_2621,1053
tsne_2622,951
tsne_2623,263
tsne_2624,1054
tsne_2625,287
tsne_2626,-1
tsne_2627,1055
tsne_2628,-1
tsne_2629,917
tsne_2630,1035
tsne_2631,686
tsne_2632,-1
tsne_2633,731
tsne_2634,-1
tsne_2635,592
tsne_2636,795
tsne_2637,-1
tsne_2638,307
tsne_2639,-1
tsne_2640,-1
tsne_2641,357
tsne_2642,1047
tsne_2643,-1
tsne_2644,1056
tsne_2645,721
tsne_2646,563
tsne_2647,1057
tsne_2648,953
tsne_2649,1058
tsne_2650,226
tsne_2651,1059
tsne_2652,94
tsne_2653,836
tsne_2654,1060
tsne_2655,439
tsne_2656,428
tsne_2657,507
tsne_2658,-1
tsne_2659,862
tsne_2660,535
tsne_2661,-1
tsne_2662,519
tsne_2663,-1
tsne_2664,986
tsne_2665,1061
tsne_2666,60
tsne_2667,1062
tsne_2668,1063
tsne_2669,537
tsne_2670,257
tsne_2671,156
tsne_2672,1064
tsne_2673,-1
tsne_2674,616
tsne_2675,786
tsne_2676,226
tsne_2677,-1
tsne_2678,336
tsne_2679,524
tsne_2680,958
tsne_2681,368
tsne_2682,1065
tsne_2683,233
tsne_2684,379
tsne_2685,105
tsne_2686,614
tsne_2687,932
tsne_2688,1066
tsne_2689,938
tsne_2690,221
tsne_2691,58
tsne_2692,778
tsne_2693,319
tsne_2694,558
tsne_2695,1020
tsne_2696,1067
tsne_2697,848
tsne_2698,1068
tsne_2699,-1
tsne_2700,-1
tsne_2701,58
tsne_2702,1069
tsne_2703,454
tsne_2704,321
tsne_2705,368
tsne_2706,-1
tsne_2707,-1
tsne_2708,651
tsne_2709,763
tsne_2710,58
tsne_2711,57
tsne_2712,757
tsne_2713,1070
tsne_2714,387
tsne_2715,503
tsne_2716,702
tsne_2717,626
tsne_2718,649
tsne_2719,1071
tsne_2720,754
tsne_2721,336
tsne_2722,1072
tsne_2723,-1
tsne_2724,204
tsne_2725,-1
tsne_2726,1073
tsne_2727,622
tsne_2728,-1
tsne_2729,-1
tsne_2730,-1
tsne_2731,1074
tsne_2732,435
tsne_2733,1075
tsne_2734,-1
tsne_2735,1076
tsne_2736,180
tsne_2737,-1
tsne_2738,647
tsne_2739,600
tsne_2740,44
tsne_2741,773
tsne_2742,704
tsne_2743,295
tsne_2744,1064
tsne_2745,315
tsne_2746,-1
tsne_2747,958
tsne_2748,1071
tsne_2749,1077
tsne_2750,637
tsne_2751,596
tsne_2752,725
tsne_2753,1078
tsne_2754,776
tsne_2755,870
tsne_2756,619
tsne_2757,861
tsne_2758,-1
tsne_2759,827
tsne_2760,1079
tsne_2761,736
tsne_2762,1080
tsne_2763,971
tsne_2764,-1
tsne_2765,1081
tsne_2766,641
tsne_2767,751
tsne_2768,320
tsne_2769,-1
tsne_2770,1082
tsne_2771,166
tsne_2772,749
tsne_2773,443
tsne_2774,639
tsne_2775,-1
tsne_2776,841
tsne_2777,-1
tsne_2778,1039
tsne_2779,-1
tsne_2780,187
tsne_2781,372
tsne_2782,882
tsne_2783,-1
tsne_2784,912
tsne_2785,482
tsne_2786,185
tsne_2787,-1
tsne_2788,1083
tsne_2789,126
tsne_2790,779
tsne_2791,1084
tsne_2792,554
tsne_2793,-1
tsne_2794,-1
tsne_2795,226
tsne_2796,-1
tsne_2797,-1
tsne_2798,1085
tsne_2799,759
tsne_2800,-1
tsne_2801,1086
tsne_2802,1059
tsne_2803,-1
tsne_2804,-1
tsne_2805,-1
tsne_2806,938
tsne_2807,1087
tsne_2808,459
tsne_2809,1088
tsne_2810,526
tsne_2811,990
tsne_2812,598
tsne_2813,-1
tsne_2814,903
tsne_2815,377
tsne_2816,-1
tsne_2817,1089
tsne_2818,874
tsne_2819,649
tsne_2820,845
tsne_2821,-1
tsne_2822,-1
tsne_2823,-1
tsne_2824,-1
tsne_2825,1013
tsne_2826,375
tsne_2827,-1
tsne_2828,376
tsne_2829,367
tsne_2830,171
tsne_2831,1006
tsne_2832,-1
tsne_2833,661
tsne_2834,609
tsne_2835,399
tsne_2836,281
tsne_2837,524
tsne_2838,749
tsne_2839,-1
tsne_2840,843
tsne_2841,531
tsne_2842,129
tsne_2843,779
tsne_2844,204
tsne_2845,124
tsne_2846,736
tsne_2847,-1
tsne_2848,1090
tsne_2849,820
tsne_2850,942
tsne_2851,-1
tsne_2852,377
tsne_2853,-1
tsne_2854,-1
tsne_2855,502
tsne_2856,92
tsne_2857,647
tsne_2858,1091
tsne_2859,1092
tsne_2860,1011
tsne_2861,-1
tsne_2862,1028
tsne_2863,280
tsne_2864,-1
tsne_2865,1093
tsne_2866,1094
tsne_2867,478
tsne_2868,239
tsne_2869,796
tsne_2870,878
tsne_2871,763
tsne_2872,-1
tsne_2873,-1
tsne_2874,236
tsne_2875,1095
tsne_2876,666
tsne_2877,709
tsne_2878,-1
tsne_2879,87
tsne_2880,696
tsne_2881,1096
tsne_2882,249
tsne_2883,1097
tsne_2884,861
tsne_2885,1098
tsne_2886,-1
tsne_2887,58
tsne_2888,966
tsne_2889,811
tsne_2890,1099
tsne_2891,1100
tsne_2892,938
tsne_2893,-1
tsne_2894,76
tsne_2895,102
tsne_2896,-1
tsne_2897,-1
tsne_2898,399
tsne_2899,-1
tsne_2900,945
tsne_2901,-1
tsne_2902,-1
tsne_2903,494
tsne_2904,645
tsne_2905,291
tsne_2906,645
tsne_2907,452
tsne_2908,946
tsne_2909,-1
tsne_2910,787
tsne_2911,309
tsne_2912,1101
tsne_2913,118
tsne_2914,622
tsne_2915,4
tsne_2916,1102
tsne_2917,-1
tsne_2918,573
tsne_2919,1103
tsne_2920,225
tsne_2921,293
tsne_2922,685
tsne_2923,-1
tsne_2924,911
tsne_2925,393
tsne_2926,296
tsne_2927,976
tsne_2928,737
tsne_2929,131
tsne_2930,490
tsne_2931,797
tsne_2932,1104
tsne_2933,1105
tsne_2934,907
tsne_2935,689
tsne_2936,608
tsne_2937,1106
tsne_2938,38
tsne_2939,-1
tsne_2940,31
tsne_2941,1107
tsne_2942,-1
tsne_2943,1078
tsne_2944,891
tsne_2945,1108
tsne_2946,588
tsne_2947,434
tsne_2948,220
tsne_2949,-1
tsne_2950,1109
tsne_2951,415
tsne_2952,1110
tsne_2953,369
tsne_2954,473
tsne_2955,1111
tsne_2956,777
tsne_2957,1112
tsne_2958,979
tsne_2959,581
tsne_2960,372
tsne_2961,-1
tsne_2962,630
tsne_2963,586
tsne_2964,-1
tsne_2965,-1
tsne_2966,-1
tsne_2967,1113
tsne_2968,1114
tsne_2969,1115
tsne_2970,-1
tsne_2971,1116
tsne_2972,624
tsne_2973,177
tsne_2974,1109
tsne_2975,-1
tsne_2976,650
tsne_2977,429
tsne_2978,-1
tsne_2979,346
tsne_2980,-1
tsne_2981,-1
tsne_2982,900
tsne_2983,232
tsne_2984,471
tsne_2985,502
tsne_2986,1117
tsne_2987,340
tsne_2988,-1
tsne_2989,-1
tsne_2990,734
tsne_2991,1118
tsne_2992,893
tsne_2993,572
tsne_2994,237
tsne_2995,272
tsne_2996,567
tsne_2997,1099
tsne_2998,702
tsne_2999,-1
tsne_3000,-1
tsne_3001,1119
tsne_3002,-1
tsne_3003,271
tsne_3004,1072
tsne_3005,475
tsne_3006,402
tsne_3007,99
tsne_3008,839
tsne_3009,1120
tsne_3010,945
tsne_3011,787
tsne_3012,355
tsne_3013,314
tsne_3014,963
tsne_3015,377
tsne_3016,917
tsne_3017,408
tsne_3018,524
tsne_3019,539
tsne_3020,640
tsne_3021,762
tsne_3022,900
tsne_3023,921
tsne_3024,866
tsne_3025,780
tsne_3026,86
tsne_3027,200
tsne_3028,204
tsne_3029,1104
tsne_3030,809
tsne_3031,499
tsne_3032,1069
tsne_3033,480
tsne_3034,439
tsne_3035,1071
tsne_3036,370
tsne_3037,-1
tsne_3038,773
tsne_3039,1048
tsne_3040,1121
tsne_3041,232
tsne_3042,785
tsne_3043,-1
tsne_3044,785
tsne_3045,-1
tsne_3046,687
tsne_3047,-1
tsne_3048,-1
tsne_3049,1122
tsne_3050,149
tsne_3051,-1
tsne_3052,1042
tsne_3053,171
tsne_3054,527
tsne_3055,906
tsne_3056,-1
tsne_3057,-1
tsne_3058,305
tsne_3059,735
tsne_3060,1123
tsne_3061,1005
tsne_3062,-1
tsne_3063,1093
tsne_3064,713
tsne_3065,-1
tsne_3066,1031
tsne_3067,269
tsne_3068,-1
tsne_3069,654
tsne_3070,250
tsne_3071,106
tsne_3072,-1
tsne_3073,215
tsne_3074,-1
tsne_3075,960
tsne_3076,173
tsne_3077,726
tsne_3078,1124
tsne_3079,1125
tsne_3080,1126
tsne_3081,280
tsne_3082,769
tsne_3083,1127
tsne_3084,-1
tsne_3085,26
tsne_3086,-1
tsne_3087,496
tsne_3088,1128
tsne_3089,-1
tsne_3090,235
tsne_3091,-1
tsne_3092,1129
tsne_3093,1115
tsne_3094,995
tsne_3095,-1
tsne_3096,865
tsne_3097,454
tsne_3098,197
tsne_3099,112
tsne_3100,-1
tsne_3101,272
tsne_3102,749
tsne_3103,1037
tsne_3104,185
tsne_3105,-1
tsne_3106,863
tsne_3107,473
tsne_3108,-1
tsne_3109,71
tsne_3110,464
tsne_3111,1058
tsne_3112,1130
tsne_3113,1131
tsne_3114,1132
tsne_3115,-1
tsne_3116,-1
tsne_3117,1133
